outcome,previous_outcome,day,time,month,wind_speed,weather,location,capacity,stadium_state,injury,match_type,opponent_strength
win,win,monday,evening,march,low,cloudy,away,large,dry,no,friendly,weak
tie,tie,friday,evening,august,high,sunny,home,medium,dry,yes,competitive,strong
tie,tie,thursday,evening,may,high,sunny,home,medium,dry,yes,competitive,strong
win,tie,sunday,afternoon,january,high,snowy,away,medium,wet,yes,friendly,weak
loss,win,tuesday,evening,october,high,cloudy,home,medium,dry,yes,competitive,weak
win,tie,saturday,morning,july,no_wind,rainy,away,small,wet,no,friendly,strong
win,win,thursday,evening,december,no_wind,cloudy,home,medium,dry,no,friendly,weak
tie,tie,monday,evening,june,no_wind,sunny,home,medium,dry,yes,competitive,strong
win,win,thursday,evening,july,low,sunny,away,elite,dry,no,friendly,average
win,win,saturday,evening,september,high,sunny,home,medium,dry,no,competitive,average
tie,win,monday,evening,april,high,sunny,away,large,dry,no,competitive,weak
win,win,monday,evening,may,no_wind,rainy,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,may,no_wind,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,friday,evening,august,low,rainy,home,medium,dry,yes,competitive,strong
tie,loss,saturday,afternoon,september,low,rainy,home,medium,dry,yes,competitive,average
loss,tie,monday,evening,may,low,cloudy,away,elite,dry,yes,competitive,average
tie,tie,saturday,afternoon,march,no_wind,rainy,home,medium,dry,no,competitive,strong
tie,tie,friday,evening,june,no_wind,sunny,home,medium,dry,yes,friendly,strong
tie,loss,monday,evening,july,no_wind,rainy,home,medium,dry,yes,friendly,average
win,tie,friday,evening,june,high,cloudy,home,medium,dry,no,friendly,average
win,win,friday,evening,august,high,sunny,away,small,dry,no,competitive,weak
win,win,saturday,morning,february,low,rainy,home,medium,dry,yes,friendly,weak
tie,loss,sunday,evening,september,no_wind,cloudy,away,large,dry,yes,friendly,average
win,win,tuesday,evening,may,low,sunny,away,large,dry,no,friendly,weak
win,loss,friday,evening,april,high,cloudy,away,small,dry,yes,friendly,average
win,win,thursday,evening,september,low,rainy,away,small,wet,no,competitive,weak
win,win,friday,evening,january,no_wind,snowy,home,medium,dry,no,competitive,weak
win,win,sunday,evening,april,high,sunny,home,medium,dry,yes,competitive,average
loss,tie,wednesday,evening,march,no_wind,sunny,away,small,dry,yes,competitive,average
win,tie,tuesday,evening,november,high,sunny,home,medium,dry,no,competitive,average
tie,win,thursday,evening,july,high,rainy,away,medium,wet,yes,competitive,average
tie,loss,sunday,evening,november,high,cloudy,away,small,dry,yes,competitive,average
win,tie,sunday,evening,december,low,sunny,home,medium,dry,no,friendly,strong
win,win,saturday,evening,october,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,tie,thursday,evening,september,no_wind,cloudy,away,large,dry,no,competitive,strong
win,win,thursday,evening,april,high,sunny,away,medium,dry,no,competitive,weak
tie,tie,friday,evening,july,low,sunny,away,large,dry,no,friendly,strong
win,win,monday,evening,november,high,sunny,home,medium,dry,no,friendly,weak
tie,tie,sunday,afternoon,june,no_wind,sunny,away,elite,dry,no,competitive,strong
win,win,saturday,evening,february,no_wind,sunny,home,medium,dry,no,competitive,weak
loss,loss,monday,evening,september,high,cloudy,away,small,dry,no,competitive,strong
tie,tie,thursday,evening,august,low,rainy,away,small,wet,no,competitive,strong
loss,tie,tuesday,evening,november,low,snowy,away,medium,wet,no,friendly,average
win,win,friday,evening,july,high,cloudy,away,large,dry,yes,friendly,weak
win,win,friday,evening,november,high,sunny,away,large,dry,no,competitive,weak
win,win,wednesday,evening,april,no_wind,rainy,home,medium,dry,yes,friendly,weak
win,tie,sunday,evening,april,low,sunny,home,medium,dry,yes,competitive,weak
win,win,wednesday,evening,january,low,sunny,home,medium,dry,yes,competitive,weak
win,win,sunday,afternoon,november,low,snowy,away,large,wet,no,friendly,weak
win,win,saturday,afternoon,december,high,cloudy,home,medium,dry,no,friendly,weak
tie,loss,sunday,afternoon,october,low,sunny,away,elite,dry,yes,friendly,average
tie,win,friday,evening,april,no_wind,sunny,away,medium,dry,yes,competitive,strong
tie,tie,thursday,evening,september,high,sunny,home,medium,dry,no,competitive,strong
win,tie,sunday,morning,may,low,cloudy,away,elite,dry,no,competitive,strong
win,loss,saturday,morning,july,low,cloudy,home,medium,dry,yes,competitive,average
win,win,saturday,evening,july,low,sunny,home,medium,dry,yes,friendly,weak
tie,tie,saturday,afternoon,november,low,cloudy,home,medium,dry,no,friendly,strong
tie,win,saturday,morning,october,no_wind,cloudy,home,medium,dry,no,competitive,average
tie,win,friday,evening,january,low,cloudy,away,large,dry,no,friendly,average
tie,tie,wednesday,evening,may,high,cloudy,home,medium,dry,yes,friendly,strong
win,win,monday,evening,june,low,sunny,away,small,dry,yes,competitive,weak
tie,loss,monday,evening,august,high,rainy,home,medium,dry,no,competitive,strong
win,win,friday,evening,july,no_wind,rainy,away,large,wet,yes,friendly,weak
tie,win,tuesday,evening,july,no_wind,cloudy,away,medium,dry,no,friendly,average
win,win,tuesday,evening,june,low,sunny,away,elite,dry,no,friendly,average
tie,loss,wednesday,evening,june,high,sunny,away,small,dry,yes,competitive,average
loss,win,monday,evening,april,high,sunny,away,small,dry,yes,friendly,average
tie,tie,sunday,evening,december,high,sunny,away,large,dry,yes,friendly,strong
win,win,tuesday,evening,january,low,sunny,home,medium,dry,yes,friendly,weak
win,win,saturday,evening,october,no_wind,sunny,away,elite,dry,no,competitive,weak
win,win,monday,evening,may,no_wind,rainy,home,medium,dry,no,competitive,weak
win,win,friday,evening,february,high,snowy,home,medium,dry,no,competitive,weak
tie,tie,thursday,evening,november,no_wind,snowy,home,medium,dry,yes,competitive,strong
win,win,friday,evening,june,high,sunny,home,medium,dry,no,friendly,average
tie,tie,tuesday,evening,december,no_wind,snowy,away,large,wet,no,competitive,strong
tie,tie,wednesday,evening,april,no_wind,rainy,home,medium,dry,yes,friendly,strong
win,win,thursday,evening,september,high,rainy,home,medium,dry,no,friendly,weak
tie,win,sunday,afternoon,june,no_wind,rainy,away,elite,wet,yes,friendly,strong
win,win,friday,evening,june,no_wind,cloudy,home,medium,dry,no,competitive,weak
tie,tie,friday,evening,february,no_wind,sunny,home,medium,dry,yes,friendly,strong
tie,tie,tuesday,evening,january,high,sunny,home,medium,dry,no,friendly,strong
win,win,sunday,afternoon,december,high,cloudy,away,small,dry,yes,competitive,weak
win,win,tuesday,evening,october,no_wind,sunny,away,large,dry,no,friendly,weak
win,win,friday,evening,december,low,rainy,away,elite,wet,yes,friendly,weak
win,loss,monday,evening,january,high,sunny,home,medium,dry,yes,competitive,weak
tie,win,tuesday,evening,june,low,cloudy,home,medium,dry,no,friendly,strong
win,tie,saturday,morning,february,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,tie,wednesday,evening,may,high,rainy,away,elite,wet,yes,competitive,strong
loss,win,saturday,afternoon,september,low,cloudy,away,small,dry,yes,competitive,weak
win,win,saturday,afternoon,august,no_wind,cloudy,home,medium,dry,no,competitive,weak
tie,win,monday,evening,october,no_wind,sunny,away,large,dry,no,competitive,average
win,loss,monday,evening,january,no_wind,sunny,away,small,dry,yes,competitive,average
tie,tie,friday,evening,march,high,sunny,home,medium,dry,yes,friendly,strong
win,win,wednesday,evening,august,low,cloudy,away,large,dry,yes,competitive,weak
tie,tie,thursday,evening,july,no_wind,rainy,away,elite,wet,yes,competitive,strong
tie,tie,saturday,morning,march,low,rainy,home,medium,dry,yes,friendly,strong
win,loss,tuesday,evening,june,high,rainy,away,medium,wet,yes,competitive,weak
win,win,tuesday,evening,july,low,cloudy,away,large,dry,yes,friendly,weak
tie,loss,wednesday,evening,july,high,rainy,away,elite,wet,yes,friendly,average
win,win,thursday,evening,october,low,sunny,away,large,dry,yes,friendly,weak
tie,tie,tuesday,evening,november,low,snowy,away,elite,wet,yes,competitive,strong
tie,tie,tuesday,evening,august,low,rainy,away,small,wet,yes,friendly,strong
win,loss,saturday,morning,february,low,snowy,away,medium,wet,no,competitive,average
win,win,wednesday,evening,september,no_wind,sunny,away,large,dry,no,competitive,average
tie,win,saturday,afternoon,december,no_wind,rainy,home,medium,dry,yes,friendly,average
tie,tie,friday,evening,february,low,sunny,away,large,dry,no,friendly,strong
loss,tie,saturday,afternoon,december,no_wind,cloudy,home,medium,dry,yes,competitive,average
tie,win,saturday,evening,february,high,snowy,away,elite,wet,no,competitive,weak
loss,loss,sunday,morning,december,low,cloudy,home,medium,dry,no,friendly,average
win,tie,wednesday,evening,april,high,cloudy,home,medium,dry,no,friendly,average
win,win,sunday,morning,may,no_wind,cloudy,away,medium,dry,yes,competitive,weak
win,win,saturday,afternoon,may,high,sunny,home,medium,dry,yes,friendly,weak
win,win,tuesday,evening,september,no_wind,cloudy,home,medium,dry,no,friendly,weak
tie,win,tuesday,evening,april,no_wind,sunny,away,small,dry,yes,competitive,weak
tie,tie,monday,evening,april,low,sunny,home,medium,dry,yes,friendly,strong
tie,tie,friday,evening,december,low,sunny,away,small,dry,no,competitive,strong
win,tie,saturday,afternoon,july,low,cloudy,away,medium,dry,yes,friendly,weak
win,win,saturday,afternoon,september,low,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,sunday,afternoon,december,no_wind,sunny,away,elite,dry,yes,competitive,strong
tie,tie,saturday,afternoon,august,low,rainy,home,medium,dry,no,friendly,strong
tie,tie,wednesday,evening,april,high,rainy,away,small,wet,no,friendly,strong
win,win,thursday,evening,february,low,sunny,home,medium,dry,no,competitive,weak
tie,tie,monday,evening,july,high,cloudy,away,large,dry,yes,competitive,strong
tie,tie,tuesday,evening,december,low,rainy,away,large,wet,yes,friendly,strong
tie,tie,tuesday,evening,june,high,rainy,home,medium,dry,yes,friendly,strong
win,win,tuesday,evening,november,low,cloudy,home,medium,dry,no,competitive,weak
win,win,wednesday,evening,march,no_wind,cloudy,home,medium,dry,no,competitive,weak
win,win,sunday,afternoon,december,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,tie,tuesday,evening,july,high,cloudy,home,medium,dry,no,friendly,strong
tie,tie,thursday,evening,february,high,sunny,away,elite,wet,yes,competitive,strong
win,tie,monday,evening,march,high,sunny,home,medium,dry,yes,friendly,average
win,win,sunday,morning,april,no_wind,rainy,home,medium,dry,no,competitive,weak
tie,tie,monday,evening,february,no_wind,sunny,away,medium,dry,no,competitive,strong
tie,tie,saturday,morning,june,no_wind,cloudy,home,medium,dry,yes,friendly,strong
tie,tie,tuesday,evening,march,no_wind,rainy,home,medium,dry,yes,competitive,strong
win,loss,saturday,afternoon,january,high,cloudy,home,medium,dry,yes,friendly,weak
win,tie,saturday,morning,october,no_wind,sunny,away,elite,dry,yes,competitive,weak
tie,tie,sunday,afternoon,march,no_wind,cloudy,home,medium,dry,no,friendly,strong
win,win,sunday,afternoon,august,high,sunny,home,medium,dry,no,competitive,weak
tie,tie,wednesday,evening,august,high,sunny,home,medium,dry,yes,competitive,strong
win,win,monday,evening,march,high,cloudy,away,elite,dry,no,competitive,weak
tie,tie,wednesday,evening,may,high,cloudy,away,elite,dry,no,friendly,strong
tie,tie,tuesday,evening,november,no_wind,cloudy,away,large,dry,yes,friendly,average
tie,tie,wednesday,evening,september,no_wind,cloudy,away,medium,dry,yes,friendly,strong
tie,loss,tuesday,evening,february,low,sunny,home,medium,dry,yes,friendly,strong
tie,loss,monday,evening,january,low,sunny,away,medium,dry,no,friendly,strong
win,win,tuesday,evening,august,no_wind,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,friday,evening,february,no_wind,snowy,home,medium,dry,no,competitive,strong
loss,loss,sunday,afternoon,september,high,sunny,home,medium,dry,no,competitive,average
tie,tie,saturday,afternoon,april,no_wind,sunny,away,elite,dry,no,competitive,strong
tie,win,tuesday,evening,october,high,rainy,home,medium,dry,no,competitive,weak
tie,tie,tuesday,evening,july,low,rainy,home,medium,dry,no,friendly,strong
loss,loss,monday,evening,december,high,sunny,away,medium,dry,no,competitive,average
tie,tie,wednesday,evening,october,low,sunny,away,medium,dry,no,friendly,strong
win,win,saturday,afternoon,january,low,sunny,away,large,dry,yes,competitive,weak
tie,win,monday,evening,january,high,sunny,away,large,dry,no,friendly,average
tie,tie,tuesday,evening,march,no_wind,sunny,home,medium,dry,no,friendly,strong
win,win,friday,evening,january,low,cloudy,away,large,dry,no,competitive,weak
loss,tie,tuesday,evening,january,no_wind,sunny,away,small,dry,yes,friendly,strong
tie,win,sunday,evening,january,no_wind,snowy,home,medium,dry,yes,friendly,average
win,win,friday,evening,august,no_wind,sunny,away,small,dry,no,friendly,weak
tie,tie,wednesday,evening,january,high,sunny,away,elite,dry,no,competitive,strong
win,win,monday,evening,february,low,sunny,home,medium,dry,no,competitive,weak
tie,tie,tuesday,evening,november,low,sunny,away,elite,dry,no,friendly,strong
tie,win,friday,evening,may,high,cloudy,home,medium,dry,yes,friendly,weak
win,win,saturday,afternoon,january,low,cloudy,away,medium,wet,yes,competitive,average
win,win,monday,evening,march,no_wind,cloudy,home,medium,dry,no,competitive,weak
loss,tie,monday,evening,august,no_wind,sunny,away,elite,dry,yes,competitive,strong
win,win,friday,evening,may,high,sunny,home,medium,dry,yes,competitive,weak
tie,tie,tuesday,evening,october,high,rainy,home,medium,dry,no,competitive,strong
loss,tie,wednesday,evening,october,no_wind,sunny,away,large,dry,no,friendly,average
win,win,thursday,evening,february,high,rainy,away,elite,wet,no,competitive,weak
tie,tie,saturday,afternoon,july,low,rainy,home,medium,dry,yes,friendly,average
tie,tie,thursday,evening,february,high,cloudy,away,medium,dry,no,friendly,strong
win,loss,sunday,morning,january,high,snowy,away,medium,wet,yes,friendly,weak
tie,tie,sunday,afternoon,may,low,sunny,away,elite,dry,yes,competitive,average
tie,tie,saturday,afternoon,november,low,sunny,home,medium,dry,no,competitive,strong
loss,tie,friday,evening,november,no_wind,sunny,away,elite,wet,no,friendly,strong
win,win,friday,evening,september,high,sunny,away,medium,dry,no,competitive,weak
tie,tie,thursday,evening,april,low,sunny,away,large,dry,no,competitive,strong
tie,tie,friday,evening,november,high,sunny,away,medium,dry,no,competitive,strong
tie,win,friday,evening,april,high,cloudy,away,medium,dry,yes,friendly,weak
win,win,tuesday,evening,september,high,cloudy,away,elite,dry,yes,competitive,weak
loss,win,thursday,evening,june,no_wind,rainy,home,medium,dry,no,competitive,weak
win,win,wednesday,evening,january,high,sunny,away,medium,dry,yes,competitive,weak
win,win,monday,evening,december,low,cloudy,away,medium,dry,yes,friendly,weak
loss,win,tuesday,evening,april,high,sunny,home,medium,dry,yes,competitive,average
win,win,friday,evening,july,high,sunny,away,large,wet,yes,friendly,average
tie,win,friday,evening,august,high,sunny,home,medium,dry,yes,competitive,weak
win,loss,sunday,afternoon,july,low,sunny,home,medium,dry,yes,friendly,average
tie,tie,monday,evening,may,no_wind,cloudy,home,medium,dry,no,friendly,strong
win,win,sunday,afternoon,january,high,cloudy,away,small,dry,no,friendly,weak
win,win,thursday,evening,january,low,sunny,home,medium,dry,yes,competitive,weak
win,loss,monday,evening,november,low,cloudy,home,medium,dry,yes,friendly,average
win,loss,saturday,morning,may,high,sunny,home,medium,dry,no,competitive,strong
loss,tie,wednesday,evening,september,no_wind,sunny,home,medium,dry,yes,competitive,weak
win,tie,wednesday,evening,may,low,cloudy,home,medium,dry,no,competitive,average
loss,loss,saturday,morning,march,low,rainy,home,medium,dry,no,friendly,strong
tie,tie,sunday,afternoon,march,high,sunny,home,medium,dry,yes,friendly,strong
tie,win,thursday,evening,june,no_wind,rainy,home,medium,dry,no,competitive,average
loss,win,wednesday,evening,september,low,cloudy,away,small,dry,yes,competitive,average
tie,tie,saturday,evening,november,high,snowy,home,medium,dry,no,competitive,strong
win,win,monday,evening,january,high,cloudy,home,medium,dry,yes,friendly,weak
tie,win,saturday,morning,february,no_wind,cloudy,away,elite,dry,no,friendly,average
tie,tie,monday,evening,april,low,sunny,home,medium,dry,no,friendly,strong
tie,tie,monday,evening,january,high,sunny,home,medium,dry,yes,friendly,average
win,loss,friday,evening,february,no_wind,snowy,home,medium,dry,no,competitive,weak
tie,tie,friday,evening,september,high,cloudy,away,elite,dry,yes,friendly,average
win,win,tuesday,evening,july,high,sunny,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,july,low,cloudy,away,elite,dry,no,friendly,weak
win,win,thursday,evening,may,low,rainy,home,medium,dry,yes,friendly,weak
tie,loss,saturday,evening,january,high,sunny,home,medium,dry,yes,competitive,strong
tie,tie,tuesday,evening,february,no_wind,snowy,home,medium,dry,no,competitive,strong
win,win,monday,evening,august,high,rainy,home,medium,dry,yes,competitive,weak
loss,tie,thursday,evening,march,low,sunny,home,medium,dry,yes,competitive,strong
tie,loss,wednesday,evening,november,no_wind,cloudy,home,medium,dry,yes,friendly,average
win,win,sunday,afternoon,august,high,sunny,home,medium,dry,yes,competitive,weak
tie,tie,wednesday,evening,june,high,sunny,away,large,wet,yes,friendly,strong
win,win,friday,evening,march,low,sunny,home,medium,dry,yes,friendly,weak
loss,tie,wednesday,evening,january,low,sunny,away,large,dry,yes,competitive,average
win,win,friday,evening,october,high,sunny,away,small,dry,yes,competitive,weak
tie,tie,wednesday,evening,april,no_wind,sunny,home,medium,dry,yes,friendly,strong
tie,tie,thursday,evening,august,high,sunny,home,medium,dry,yes,competitive,strong
tie,tie,saturday,afternoon,april,no_wind,cloudy,home,medium,dry,yes,friendly,average
win,win,wednesday,evening,november,no_wind,rainy,away,large,wet,yes,competitive,weak
tie,tie,sunday,afternoon,april,no_wind,cloudy,away,medium,dry,no,friendly,strong
win,win,wednesday,evening,january,no_wind,sunny,away,large,dry,yes,competitive,weak
loss,win,monday,evening,june,low,cloudy,away,elite,dry,yes,competitive,average
win,win,thursday,evening,april,no_wind,cloudy,away,large,wet,no,friendly,average
tie,tie,thursday,evening,august,no_wind,cloudy,home,medium,dry,no,friendly,strong
tie,win,wednesday,evening,november,low,cloudy,home,medium,dry,yes,friendly,average
tie,tie,tuesday,evening,december,high,cloudy,away,small,dry,no,competitive,strong
tie,win,monday,evening,july,no_wind,sunny,home,medium,dry,yes,friendly,average
tie,win,thursday,evening,october,high,sunny,home,medium,dry,no,competitive,average
tie,tie,sunday,afternoon,may,low,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,wednesday,evening,april,low,cloudy,away,large,dry,no,friendly,strong
tie,win,saturday,evening,july,low,cloudy,home,medium,dry,yes,competitive,average
win,win,sunday,afternoon,september,low,sunny,away,small,dry,yes,friendly,average
win,win,friday,evening,november,no_wind,cloudy,home,medium,dry,yes,competitive,weak
win,tie,wednesday,evening,december,no_wind,snowy,home,medium,dry,yes,friendly,average
tie,tie,wednesday,evening,february,no_wind,sunny,away,small,dry,no,friendly,strong
loss,tie,tuesday,evening,february,no_wind,cloudy,home,medium,dry,yes,friendly,average
tie,tie,thursday,evening,march,high,rainy,home,medium,dry,no,friendly,strong
win,win,wednesday,evening,july,low,cloudy,away,medium,dry,no,competitive,weak
tie,tie,tuesday,evening,october,low,cloudy,home,medium,dry,no,competitive,strong
tie,win,thursday,evening,june,low,cloudy,away,small,dry,yes,friendly,average
win,loss,friday,evening,march,no_wind,cloudy,home,medium,dry,no,friendly,average
tie,tie,tuesday,evening,january,no_wind,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,thursday,evening,march,low,cloudy,away,elite,dry,yes,friendly,strong
tie,tie,wednesday,evening,march,no_wind,cloudy,home,medium,dry,no,competitive,strong
loss,loss,wednesday,evening,december,high,snowy,home,medium,dry,no,competitive,strong
tie,tie,wednesday,evening,july,high,cloudy,away,medium,dry,no,competitive,strong
win,win,friday,evening,august,low,cloudy,home,medium,dry,yes,friendly,average
tie,win,thursday,evening,february,low,sunny,home,medium,dry,yes,friendly,weak
tie,win,tuesday,evening,july,low,sunny,away,small,dry,yes,friendly,weak
tie,tie,tuesday,evening,january,high,cloudy,home,medium,dry,yes,competitive,strong
win,win,saturday,afternoon,february,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,win,thursday,evening,november,no_wind,snowy,home,medium,dry,yes,competitive,strong
tie,win,tuesday,evening,may,no_wind,rainy,away,small,wet,no,competitive,strong
tie,tie,saturday,afternoon,april,no_wind,rainy,away,elite,wet,yes,friendly,strong
tie,win,tuesday,evening,september,no_wind,cloudy,home,medium,dry,yes,friendly,average
win,tie,sunday,afternoon,may,high,sunny,home,medium,dry,yes,friendly,weak
tie,loss,friday,evening,february,high,sunny,home,medium,dry,yes,friendly,average
tie,loss,monday,evening,february,no_wind,sunny,away,small,dry,yes,friendly,average
tie,tie,saturday,afternoon,october,low,sunny,away,medium,dry,yes,competitive,strong
win,win,thursday,evening,june,low,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,monday,evening,august,high,cloudy,away,small,wet,no,competitive,strong
loss,tie,thursday,evening,july,no_wind,sunny,home,medium,dry,no,competitive,strong
tie,tie,tuesday,evening,may,low,cloudy,away,small,dry,no,competitive,strong
win,win,sunday,evening,october,no_wind,cloudy,away,large,wet,yes,competitive,weak
loss,tie,friday,evening,october,low,cloudy,home,medium,dry,yes,friendly,strong
win,win,thursday,evening,february,low,sunny,home,medium,dry,yes,friendly,weak
loss,tie,monday,evening,december,high,sunny,away,medium,dry,no,friendly,average
win,win,saturday,morning,february,low,snowy,away,large,wet,yes,friendly,weak
tie,loss,tuesday,evening,march,no_wind,sunny,home,medium,dry,yes,competitive,average
win,tie,tuesday,evening,november,high,cloudy,away,large,wet,yes,friendly,weak
tie,win,wednesday,evening,july,no_wind,rainy,home,medium,dry,no,competitive,strong
win,tie,thursday,evening,october,low,rainy,home,medium,dry,no,competitive,average
win,win,tuesday,evening,august,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,loss,sunday,afternoon,november,no_wind,cloudy,home,medium,dry,yes,competitive,strong
loss,win,saturday,evening,march,low,rainy,away,large,wet,yes,friendly,weak
tie,tie,friday,evening,february,low,sunny,home,medium,dry,yes,competitive,strong
loss,tie,saturday,afternoon,november,low,snowy,away,small,wet,no,friendly,weak
tie,win,wednesday,evening,october,low,cloudy,home,medium,dry,no,friendly,strong
tie,tie,monday,evening,november,low,cloudy,away,small,dry,yes,friendly,strong
win,tie,sunday,afternoon,july,low,rainy,home,medium,dry,no,friendly,average
win,loss,saturday,afternoon,february,low,sunny,away,small,dry,yes,competitive,weak
win,win,friday,evening,august,no_wind,sunny,away,elite,dry,yes,friendly,weak
loss,tie,friday,evening,march,no_wind,sunny,home,medium,dry,yes,friendly,strong
tie,loss,monday,evening,january,no_wind,cloudy,home,medium,dry,yes,competitive,average
tie,tie,sunday,morning,june,low,cloudy,away,elite,dry,yes,friendly,strong
win,win,friday,evening,march,low,rainy,away,small,wet,no,competitive,weak
tie,tie,saturday,afternoon,october,low,cloudy,away,small,dry,yes,friendly,strong
loss,win,tuesday,evening,september,high,cloudy,home,medium,dry,no,friendly,average
tie,loss,friday,evening,january,low,sunny,away,elite,dry,yes,competitive,strong
win,loss,monday,evening,february,high,sunny,home,medium,dry,yes,friendly,weak
win,loss,saturday,morning,december,high,sunny,away,medium,dry,yes,friendly,average
win,win,saturday,morning,june,high,cloudy,away,medium,dry,yes,friendly,weak
tie,tie,saturday,afternoon,august,no_wind,rainy,home,medium,dry,yes,friendly,strong
tie,tie,monday,evening,february,high,sunny,away,small,dry,yes,friendly,strong
tie,loss,thursday,evening,july,no_wind,cloudy,away,medium,dry,no,competitive,average
tie,tie,thursday,evening,march,no_wind,rainy,home,medium,dry,no,friendly,strong
win,win,saturday,afternoon,november,low,sunny,home,medium,dry,no,friendly,average
win,loss,friday,evening,december,no_wind,snowy,away,medium,wet,yes,competitive,average
tie,tie,tuesday,evening,june,no_wind,rainy,away,medium,wet,yes,competitive,strong
tie,tie,sunday,morning,january,high,sunny,home,medium,dry,yes,competitive,strong
win,loss,wednesday,evening,may,no_wind,sunny,away,small,dry,no,friendly,weak
win,win,thursday,evening,july,low,sunny,home,medium,dry,no,competitive,weak
tie,win,thursday,evening,august,low,cloudy,away,medium,dry,no,friendly,weak
win,win,sunday,evening,february,high,sunny,away,large,dry,yes,friendly,weak
tie,tie,friday,evening,july,high,cloudy,away,elite,dry,no,friendly,strong
win,tie,monday,evening,january,low,cloudy,away,medium,dry,no,competitive,strong
win,win,wednesday,evening,february,low,cloudy,away,large,dry,yes,competitive,average
win,win,wednesday,evening,february,high,sunny,away,large,dry,no,friendly,weak
win,tie,friday,evening,february,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,tie,thursday,evening,may,no_wind,sunny,home,medium,dry,no,competitive,strong
tie,tie,monday,evening,march,high,rainy,away,large,wet,no,competitive,weak
tie,win,saturday,evening,december,high,cloudy,home,medium,dry,yes,competitive,average
win,win,saturday,afternoon,july,no_wind,cloudy,home,medium,dry,yes,competitive,weak
win,tie,thursday,evening,march,no_wind,sunny,home,medium,dry,no,friendly,average
tie,win,friday,evening,january,low,sunny,home,medium,dry,yes,friendly,weak
win,win,saturday,afternoon,november,high,sunny,home,medium,dry,yes,friendly,average
tie,loss,monday,evening,february,high,snowy,away,large,wet,yes,competitive,weak
win,tie,sunday,morning,september,no_wind,sunny,away,medium,dry,yes,competitive,average
tie,tie,sunday,afternoon,september,low,cloudy,away,medium,dry,yes,competitive,average
loss,win,friday,evening,february,no_wind,cloudy,away,elite,dry,no,competitive,average
tie,tie,tuesday,evening,october,no_wind,sunny,away,large,dry,yes,friendly,weak
tie,tie,thursday,evening,september,no_wind,cloudy,home,medium,dry,yes,competitive,average
tie,win,tuesday,evening,january,no_wind,sunny,home,medium,dry,no,competitive,weak
win,win,tuesday,evening,february,low,sunny,home,medium,dry,yes,competitive,weak
win,win,saturday,afternoon,march,low,sunny,away,large,dry,no,friendly,weak
tie,tie,wednesday,evening,june,low,rainy,home,medium,dry,no,friendly,strong
tie,tie,friday,evening,august,high,cloudy,home,medium,dry,yes,competitive,strong
win,win,monday,evening,february,no_wind,cloudy,away,elite,dry,yes,competitive,average
tie,tie,saturday,afternoon,september,low,sunny,home,medium,dry,yes,competitive,average
tie,tie,sunday,afternoon,may,no_wind,sunny,away,elite,wet,yes,competitive,strong
tie,tie,tuesday,evening,march,high,cloudy,home,medium,dry,yes,competitive,average
tie,tie,friday,evening,february,high,sunny,home,medium,dry,yes,friendly,strong
win,win,thursday,evening,november,high,cloudy,home,medium,dry,yes,competitive,weak
loss,win,monday,evening,february,no_wind,sunny,away,small,dry,no,friendly,average
tie,loss,friday,evening,november,high,sunny,home,medium,dry,yes,competitive,strong
win,win,tuesday,evening,january,low,snowy,away,medium,wet,yes,competitive,weak
tie,win,tuesday,evening,january,no_wind,sunny,away,elite,dry,yes,competitive,average
tie,tie,wednesday,evening,june,low,cloudy,away,small,dry,yes,friendly,strong
win,win,tuesday,evening,january,no_wind,cloudy,away,medium,dry,no,friendly,weak
tie,win,tuesday,evening,june,no_wind,cloudy,away,medium,dry,no,competitive,average
tie,tie,wednesday,evening,may,high,rainy,home,medium,dry,yes,friendly,strong
tie,win,thursday,evening,january,no_wind,cloudy,home,medium,dry,yes,competitive,weak
tie,win,friday,evening,june,no_wind,rainy,away,medium,wet,no,friendly,average
win,loss,monday,evening,december,low,sunny,home,medium,dry,yes,friendly,average
tie,tie,friday,evening,november,high,sunny,home,medium,dry,yes,friendly,strong
win,win,wednesday,evening,april,high,sunny,home,medium,dry,no,competitive,weak
tie,loss,wednesday,evening,march,no_wind,rainy,away,small,wet,yes,competitive,average
win,win,thursday,evening,august,no_wind,rainy,home,medium,dry,yes,competitive,weak
tie,win,friday,evening,february,low,cloudy,home,medium,dry,no,friendly,average
tie,tie,friday,evening,april,no_wind,cloudy,away,large,dry,yes,friendly,strong
tie,tie,thursday,evening,january,high,sunny,away,small,dry,yes,competitive,average
win,win,sunday,afternoon,january,low,sunny,away,large,dry,no,competitive,weak
